LP,Ebene3_ID,Ebene2_ID,Ebene1_ID,Bezeichnung,Ebene3_Name,Ebene2_Name,Ebene1_Name,Kapitel/Titel
I25020,I250,I2,I,Photonik,Optoelektronik; Photonik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26111,I261,I2,I,Endgeräte (ohne ISDN),Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26112,I261,I2,I,ISDN-Endgeräte,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26113,I261,I2,I,Breitband-ISDN-Endgeräte,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26119,I261,I2,I,Sonstiges im Rahmen der Endgeräte der Kommunikationssysteme,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26121,I261,I2,I,Videotechnik,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26122,I261,I2,I,Videoaufzeichnungsverfahren,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26123,I261,I2,I,Hochauflösendes Fernsehen,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26131,I261,I2,I,Mobilfunk,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26132,I261,I2,I,Digitaler Mobilfunk,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26139,I261,I2,I,Sonstiges im Rahmen der Funktechnik,Systemtechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26210,I262,I2,I,Bildtechnik,Displaytechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26220,I262,I2,I,Flacher Bildschirm,Displaytechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I26299,I262,I2,I,Sonstiges im Rahmen der Displaytechnik,Displaytechnik,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I27010,I270,I2,I,"Deutsches Forschungsnetz (DFN) - abgeschlossen, siehe I51010 -","Datenkommunikation - abgeschlossen, siehe I510 -",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I27020,I270,I2,I,Lokale Netze (LAN) - abgeschlossen -,"Datenkommunikation - abgeschlossen, siehe I510 -",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I27030,I270,I2,I,"Offene Netze, Standards - abgeschlossen, siehe I51020 -","Datenkommunikation - abgeschlossen, siehe I510 -",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I27099,I270,I2,I,"Sonstiges im Rahmen der Datenkommunikation - abgeschlossen, siehe I51099 -","Datenkommunikation - abgeschlossen, siehe I510 -",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I28010,I280,I2,I,Entwicklung und Untersuchung neuartiger Materialien und Herstellungsverfahren,"Neue Technologiefelder (z.B. Quantenstrukturen, Molekularelektronik)",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I28020,I280,I2,I,Integrationstechnik mit Verbindungshalbleitern (z.B. Quantenstrukturbauelemente),"Neue Technologiefelder (z.B. Quantenstrukturen, Molekularelektronik)",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I28030,I280,I2,I,"Integrierte Schaltungen mit supraleitenden, magnetischen und organischen Materialien (insbesondere Molekularelektronik)","Neue Technologiefelder (z.B. Quantenstrukturen, Molekularelektronik)",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I28040,I280,I2,I,Internettechnologien,"Neue Technologiefelder (z.B. Quantenstrukturen, Molekularelektronik)",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I28099,I280,I2,I,Sonstiges im Bereich neue Materialien und Bauelementstrukturen,"Neue Technologiefelder (z.B. Quantenstrukturen, Molekularelektronik)",Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29010,I290,I2,I,"Systemtechnik, Schaltkreistechnologien für Breitbandnetze (optische Nachrichtentechnik)",Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29020,I290,I2,I,"Komponenten Breitbandnetze (Glasfaser, Laser, Photodioden)",Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29050,I290,I2,I,Heinrich-Hertz-Institut für Nachrichtentechnik (HHI) - institutionelle Förderung,Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29051,I290,I2,I,Ferdinand-Braun-Institut für Höchstfrequenztechnik (FBH) im Forschungsverbund Berlin e.V. - institutionelle Förderung,Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29052,I290,I2,I,Paul-Drude-Institut für Festkörperelektronik (PDI) im Forschungsverbund Berlin e.V. -institutionelle Förderung,Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29090,I290,I2,I,Projektstabskosten,Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29091,I290,I2,I,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I29099,I290,I2,I,Sonstiges im Rahmen der Kommunikationstechnologie (einschl. Querschnittsuntersuchungen),Übrige und Querschnittsaktivitäten Kommunikationstechnologie,Basistechnologien der Informationstechnik,Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468320
I31110,I311,I3,I,Anwendung der Mikroelektronik (ohne Mikroperipherik) - Projektförderung,Anwendung der Mikroelektronik (ohne Mikroperipherik) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468323
I31190,I311,I3,I,Projektstabskosten (auch für indirekt-spezifische Förderung),Anwendung der Mikroelektronik (ohne Mikroperipherik) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468323
I31191,I311,I3,I,"Projektbegleiter und externe Einzelgutachter (PB,RE)",Anwendung der Mikroelektronik (ohne Mikroperipherik) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468323
I31200,I311,I3,I,Anwendung der Mikroelektronik (ohne Mikroperipherik) - indirekt-spezifische Förderung,Anwendung der Mikroelektronik (ohne Mikroperipherik) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468323
I32110,I321,I3,I,Mikroperipherik - Leistungsbauelemente,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32120,I321,I3,I,Mikroperipherik - Stellglieder,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32130,I321,I3,I,"Mikroperipherik - Anzeigen, großflächige Displays",Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32140,I321,I3,I,Mikroperipherik - Halbleitersensoren,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32150,I321,I3,I,Mikroperipherik - mikrooptische Sensoren,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32160,I321,I3,I,Mikroperipherik - chemische Sensoren,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32170,I321,I3,I,Mikroperipherik - mikromechanische Sensoren,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32180,I321,I3,I,Mikroperipherik - Verbindungstechnologien,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32190,I321,I3,I,Projektstabskosten (auch für indirekt-spezifische Förderung),Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32199,I321,I3,I,Sonstiges im Rahmen der Mikroperipherik,Mikroperipherik (insbesondere Sensoren und Aktoren) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I32200,I322,I3,I,Mikroperipherik (insbesondere Sensoren und Aktoren) - indirekt-spezifische Förderung,Mikroperipherik (insbesondere Sensoren und Aktoren) - indirekt-spezifische Förderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33110,I331,I3,I,Systemfähigkeit,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33120,I331,I3,I,Handhabbarkeit der Mikrosystemtechnik für kleine und mittlere Unternehmen,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33130,I331,I3,I,Systemtechnikentwicklung,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33140,I331,I3,I,Modellhafte Lösungen der Mikrosystemtechnik,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33150,I331,I3,I,Mikrotechniken für Dienstleister,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33155,I331,I3,I,"Entwurf, Modelle und Simulationswerkzeuge für die Dienstleistung",Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33161,I331,I3,I,Mikrosystemtechnik - Querschnittsfragen,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33162,I331,I3,I,Mikrosystemtechnik - Qualifizierung,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33163,I331,I3,I,Mikrosystemtechnik - Qualitätssicherung,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33170,I331,I3,I,Industrielle Basisforschung in der Mikrosystemtechnik,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33181,I331,I3,I,Weiterentwicklung der Systemtechniken,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33182,I331,I3,I,Entwicklung von Standardbauteilen von Mikrosystemen,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33183,I331,I3,I,Entwicklung von Prototypen fortgeschrittener Mikrosystemlösungen,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
I33184,I331,I3,I,Entwicklung der Fertigungstechnik für Mikrosysteme,Mikrosystemtechnik (ohne Technologietransfer) - Projektförderung,Anwendung der Mikrosystemtechnik (einschl. Anwendung der Mikroelektronik; Mikroperipherik),Informationstechnik (einschließlich Multimedia und Fertigungstechnik),300468322
